ionIdx,ionMz,MzDelta,Mod,Formula,CompoundID,annSource,Compound_Name
1232,529.4625,0.0001203,-H(-),C35H62O3,HMDB0034033,['hmdb40_kegg_H_F_K_Na'],Sabadelin
1233,530.1449,8.78E-05,-H(-),C21H29N3O11S,HMDB0128696,['hmdb40_kegg_H_F_K_Na'],NA
1234,533.3122,-0.0001737,-H(-),C30H46O8,HMDB0035885,['hmdb40_kegg_H_F_K_Na'],Ganoderic acid L
1235,533.3997,0.0003623,-H(-),C36H54O3,HMDB0034553,['hmdb40_kegg_H_F_K_Na'],"(3b,24R,25x)-26-Benzoyloxystigmast-5-ene-3-ol"
1236,535.3409,-0.0003302,-H(-),C27H53O8P,HMDB0115487,['hmdb40_kegg_H_F_K_Na'],NA
1237,536.0989,-0.0002051,-H(-),C30H19NO9,NA,['hmdb40_kegg_H_F_K_Na'],NA
1238,536.5049,-5.87E-05,-H(-),C34H67NO3,HMDB0000790,['hmdb40_kegg_H_F_K_Na'],N-Palmitoylsphingosine
1239,537.4888,5.89E-05,-H(-),C34H66O4,HMDB0112106,['hmdb40_kegg_H_F_K_Na'],NA
1240,539.4314,0.0003241,-H(-),C32H60O6,HMDB0071246,['hmdb40_kegg_H_F_K_Na'],NA
1241,540.0539,-2.97E-05,-H(-),C15H21N5O13P2,HMDB0249529,['hmdb40_kegg_H_F_K_Na'],NA
1242,541.1345,0.0006287,-H(-),C27H26O12,HMDB0034687,['hmdb40_kegg_H_F_K_Na'],Resveratrol 4'-(6-galloylglucoside)
1243,549.1034,0.0004107,-H(-),C28H22O12,HMDB0039565,['hmdb40_kegg_H_F_K_Na'],NA
1244,551.3044,0.0001715,-H(-),C22H44N6O10,HMDB0015642,['hmdb40_kegg_H_F_K_Na'],Arbekacin
1245,551.4674,0.0006745,-H(-),C34H64O5,HMDB0007070,['hmdb40_kegg_H_F_K_Na'],DG(15:0/16:1(9Z)/0:0)
1246,558.0642,0.0002409,-H(-),C15H23N5O14P2,HMDB0001178,['hmdb40_kegg_H_F_K_Na'],Adenosine diphosphate ribose
1247,561.3434,-0.0001367,-H(-),C32H50O8,HMDB0246992,['hmdb40_kegg_H_F_K_Na'],NA
1248,563.0686,-0.0001129,-H(-),C16H26N2O16P2,HMDB0001328,['hmdb40_kegg_H_F_K_Na'],dTDP-D-glucose
1249,563.3722,-0.0004032,-H(-),C29H57O8P,HMDB0115489,['hmdb40_kegg_H_F_K_Na'],NA
1250,563.5044,6.39E-05,-H(-),C36H68O4,HMDB0112105,['hmdb40_kegg_H_F_K_Na'],NA
1251,565.0479,-0.0002013,-H(-),C15H24N2O17P2,HMDB0000286,['hmdb40_kegg_H_F_K_Na'],Uridine diphosphate glucose
1252,566.3276,8.90E-06,-H(-),C37H45NO4,HMDB0256240,['hmdb40_kegg_H_F_K_Na'],Penitrem D
1253,567.4625,0.0004731,-H(-),C34H64O6,HMDB0071165,['hmdb40_kegg_H_F_K_Na'],NA
1254,571.4518,0.0002797,-H(-),C40H60O2,HMDB0003071,['hmdb40_kegg_H_F_K_Na'],"5,6-Dihydro-5,6-dihydroxy-y,y-carotene"
1255,571.4731,9.69E-05,-H(-),C37H64O4,HMDB0029792,['hmdb40_kegg_H_F_K_Na'],Dieporeticenin
1256,573.4523,0.0001165,-H(-),C36H62O5,HMDB0007077,['hmdb40_kegg_H_F_K_Na'],"DG(15:0/18:4(6Z,9Z,12Z,15Z)/0:0)"
1257,573.4879,0.0009339,-H(-),C37H66O4,HMDB0029795,['hmdb40_kegg_H_F_K_Na'],Montecristin
1258,575.1189,0.0005507,-H(-),C30H24O12,HMDB0034707,['hmdb40_kegg_H_F_K_Na'],"Epicatechin-(2beta->7,4beta->6)-catechin"
1259,575.4675,0.0005965,-H(-),C36H64O5,HMDB0007075,['hmdb40_kegg_H_F_K_Na'],"DG(15:0/18:3(6Z,9Z,12Z)/0:0)"
1260,577.4476,-0.0002729,-H(-),C35H62O6,HMDB0029957,['hmdb40_kegg_H_F_K_Na'],Squamocin K
1261,577.4829,0.0008525,-H(-),C36H66O5,HMDB0007074,['hmdb40_kegg_H_F_K_Na'],"DG(15:0/18:2(9Z,12Z)/0:0)"
1262,579.0271,-4.97E-05,-H(-),C15H22N2O18P2,HMDB0000935,['hmdb40_kegg_H_F_K_Na'],Uridine diphosphate glucuronic acid
1263,579.4984,0.0010145,-H(-),C36H68O5,HMDB0007072,['hmdb40_kegg_H_F_K_Na'],DG(15:0/18:1(11Z)/0:0)
1264,580.2838,-0.0002753,-H(-),C23H43N5O12,NA,['hmdb40_kegg_H_F_K_Na'],NA
1265,581.2404,0.0001081,-H(-),C33H34N4O6,HMDB0001008,['hmdb40_kegg_H_F_K_Na'],Biliverdin
1266,581.515,1.65E-05,-H(-),C36H70O5,HMDB0007071,['hmdb40_kegg_H_F_K_Na'],DG(15:0/18:0/0:0)
1267,583.2559,0.0003321,-H(-),C33H36N4O6,HMDB0000054,['hmdb40_kegg_H_F_K_Na'],Bilirubin
1268,585.3429,0.0004313,-H(-),C34H50O8,HMDB0248490,['hmdb40_kegg_H_F_K_Na'],"6,8a-Seco-6,8a-deoxy-5-oxoavermectin ''2a'' aglycone"
1269,587.2873,0.0001701,-H(-),C33H40N4O6,HMDB0004161,['hmdb40_kegg_H_F_K_Na'],D-Urobilin
1270,588.0749,5.45E-05,-H(-),C16H25N5O15P2,HMDB0001095,['hmdb40_kegg_H_F_K_Na'],GDP-L-fucose
1271,589.303,0.0001281,-H(-),C33H42N4O6,HMDB0004158,['hmdb40_kegg_H_F_K_Na'],D-Urobilinogen
1272,590.0794,-1.29E-05,-H(-),C17H27N3O16P2,NA,['hmdb40_kegg_H_F_K_Na'],NA
1273,591.3186,0.0002021,-H(-),C33H44N4O6,HMDB0001898,['hmdb40_kegg_H_F_K_Na'],Mesobilirubinogen
1274,593.3342,0.0002231,-H(-),C33H46N4O6,HMDB0004159,['hmdb40_kegg_H_F_K_Na'],L-Urobilin
1275,595.35,0.0001071,-H(-),C33H48N4O6,HMDB0004157,['hmdb40_kegg_H_F_K_Na'],L-Urobilinogen
1276,595.4938,0.0005381,-H(-),C36H68O6,HMDB0031089,['hmdb40_kegg_H_F_K_Na'],Glycerol triundecanoate
1277,599.3194,0.0008072,-H(-),C27H53O12P,HMDB0061696,['hmdb40_kegg_H_F_K_Na'],1-Acylglycerophosphoinositol
1278,601.2019,-0.0006455,-H(-),C25H30N8O10,NA,['hmdb40_kegg_H_F_K_Na'],NA
1279,601.4832,0.0005305,-H(-),C38H66O5,HMDB0007083,['hmdb40_kegg_H_F_K_Na'],"DG(15:0/20:4(5Z,8Z,11Z,14Z)/0:0)"
1280,603.4418,7.69E-05,-H(-),C40H60O4,HMDB0036295,['hmdb40_kegg_H_F_K_Na'],NA
1281,604.0699,9.10E-06,-H(-),C16H25N5O16P2,HMDB0001163,['hmdb40_kegg_H_F_K_Na'],Guanosine diphosphate mannose
1282,605.2236,0.0004053,-H(-),C30H38O13,NA,['hmdb40_kegg_H_F_K_Na'],NA
1283,606.0744,-8.13E-05,-H(-),C17H27N3O17P2,HMDB0000290,['hmdb40_kegg_H_F_K_Na'],Uridine diphosphate-N-acetylglucosamine
1284,610.3618,-0.0008289,-H(-),C33H49N5O6,NA,['hmdb40_kegg_H_F_K_Na'],NA
1285,613.3744,0.0002153,-H(-),C36H54O8,NA,['hmdb40_kegg_H_F_K_Na'],NA
1286,613.3947,0.0009865,-H(-),C33H58O10,HMDB0033335,['hmdb40_kegg_H_F_K_Na'],Antibiotic X 14889C
1287,616.47,0.0011406,-H(-),C34H68NO6P,HMDB0010700,['hmdb40_kegg_H_F_K_Na'],CerP(d18:1/16:0)
1288,619.2899,-0.0010278,-H(-),C29H49O12P,HMDB0061690,['hmdb40_kegg_H_F_K_Na'],NA
1289,625.3598,-0.0004309,-H(-),C33H54O11,HMDB0034091,['hmdb40_kegg_H_F_K_Na'],Ponasteroside A
1290,627.3328,-0.0001133,-H(-),C39H48O7,HMDB0037793,['hmdb40_kegg_H_F_K_Na'],NA
1291,627.4993,0.0001115,-H(-),C40H68O5,HMDB0007090,['hmdb40_kegg_H_F_K_Na'],"DG(15:0/22:5(4Z,7Z,10Z,13Z,16Z)/0:0)"
1292,629.5148,0.0002035,-H(-),C40H70O5,HMDB0007089,['hmdb40_kegg_H_F_K_Na'],"DG(15:0/22:4(7Z,10Z,13Z,16Z)/0:0)"
1293,644.2414,-0.0006757,-H(-),C25H43NO18,HMDB0014429,['hmdb40_kegg_H_F_K_Na'],Acarbose
1294,646.6142,0.0001643,-H(-),C42H81NO3,HMDB0004953,['hmdb40_kegg_H_F_K_Na'],Cer(d18:1/24:1(15Z))
1295,648.6293,0.0006863,-H(-),C42H83NO3,HMDB0000831,['hmdb40_kegg_H_F_K_Na'],N-Lignoceroylsphingosine
1296,651.4994,3.35E-05,-H(-),C42H68O5,HMDB0056293,['hmdb40_kegg_H_F_K_Na'],NA
1297,653.5146,0.0004845,-H(-),C42H70O5,HMDB0056286,['hmdb40_kegg_H_F_K_Na'],NA
1298,655.5304,0.0003385,-H(-),C42H72O5,HMDB0056237,['hmdb40_kegg_H_F_K_Na'],NA
1299,663.4025,0.0006528,-H(-),C37H61O8P,HMDB0114803,['hmdb40_kegg_H_F_K_Na'],NA
1300,664.2972,0.0002953,-H(-),C33H47NO13,HMDB0014964,['hmdb40_kegg_H_F_K_Na'],Natamycin
1301,665.2145,5.01E-05,-H(-),C24H42O21,HMDB0000757,['hmdb40_kegg_H_F_K_Na'],Glycogen
1302,665.3908,-0.0001779,-H(-),C36H58O11,HMDB0032836,['hmdb40_kegg_H_F_K_Na'],Lucyoside R
1303,679.5454,0.0005317,-H(-),C48H72O2,HMDB0030129,['hmdb40_kegg_H_F_K_Na'],Plastoquinone 8
1304,687.4034,-0.0002472,-H(-),C39H61O8P,HMDB0115038,['hmdb40_kegg_H_F_K_Na'],NA
1305,695.5411,-0.0002657,-H(-),C48H72O3,NA,['hmdb40_kegg_H_F_K_Na'],"2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinone"
1306,697.4807,0.0007208,-H(-),C39H71O8P,HMDB0114805,['hmdb40_kegg_H_F_K_Na'],NA
1307,706.1542,-0.0002889,-H(-),C35H31O16,HMDB0029239,['hmdb40_kegg_H_F_K_Na'],p-Coumaroyl vitisin A
1308,711.5366,-0.0007891,-H(-),C48H72O4,NA,['hmdb40_kegg_H_F_K_Na'],"2-Octaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone"
1309,712.1497,-0.0004315,-H(-),C30H33O20,HMDB0039938,['hmdb40_kegg_H_F_K_Na'],Delphinidin 3-O-(6''-O-malonyl)-beta-glucoside-3'-O-beta-glucoside
1310,714.5081,-0.0002082,-H(-),C39H74NO8P,HMDB0005322,['hmdb40_kegg_H_F_K_Na'],"PE(14:0/20:2(11Z,14Z))"
1311,716.5226,0.0009278,-H(-),C39H76NO8P,HMDB0005320,['hmdb40_kegg_H_F_K_Na'],PC(15:0/16:1(9Z))
1312,718.538,0.0012158,-H(-),C39H78NO8P,HMDB0005315,['hmdb40_kegg_H_F_K_Na'],PC(15:0/16:0)
1313,722.5125,0.0005242,-H(-),C41H74NO7P,HMDB0009149,['hmdb40_kegg_H_F_K_Na'],"PE(18:3(6Z,9Z,12Z)/P-18:1(11Z))"
1314,724.5277,0.0009852,-H(-),C41H76NO7P,HMDB0009116,['hmdb40_kegg_H_F_K_Na'],"PE(18:2(9Z,12Z)/P-18:1(11Z))"
1315,726.5442,0.0001392,-H(-),C41H78NO7P,HMDB0009050,['hmdb40_kegg_H_F_K_Na'],PE(18:1(11Z)/P-18:1(11Z))
1316,726.5528,-0.0002501,-H(-),C41H77NO9,HMDB0035990,['hmdb40_kegg_H_F_K_Na'],Cerebroside B
1317,727.5525,-0.0006343,-H(-),C45H76O7,HMDB0116370,['hmdb40_kegg_H_F_K_Na'],NA
1318,727.5663,0.0008039,-H(-),C49H76O4,HMDB0001060,['hmdb40_kegg_H_F_K_Na'],Ubiquinol 8
1319,730.1758,-0.0007617,-H(-),C34H35O18,HMDB0125179,['hmdb40_kegg_H_F_K_Na'],NA
1320,738.5084,-0.0005232,-H(-),C41H74NO8P,HMDB0005323,['hmdb40_kegg_H_F_K_Na'],"PC(15:0/18:4(6Z,9Z,12Z,15Z))"
1321,741.4421,0.0009373,-H(-),C39H66O13,HMDB0038345,['hmdb40_kegg_H_F_K_Na'],NA
1322,748.5285,0.0001452,-H(-),C43H76NO7P,HMDB0009413,['hmdb40_kegg_H_F_K_Na'],"PE(20:4(5Z,8Z,11Z,14Z)/P-18:1(11Z))"
1323,749.3508,0.0007415,-H(-),C38H50N6O10,HMDB0060168,['hmdb40_kegg_H_F_K_Na'],NA
1324,750.5442,0.0001082,-H(-),C43H78NO7P,HMDB0005779,['hmdb40_kegg_H_F_K_Na'],"PE(O-18:1(1Z)/20:4(5Z,8Z,11Z,14Z))"
1325,762.5074,0.0004908,-H(-),C43H74NO8P,HMDB0005324,['hmdb40_kegg_H_F_K_Na'],"PE(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
1326,766.5389,0.0003628,-H(-),C43H78NO8P,HMDB0005333,['hmdb40_kegg_H_F_K_Na'],"PC(15:0/20:4(5Z,8Z,11Z,14Z))"
1327,772.5298,-0.0011158,-H(-),C45H76NO7P,HMDB0009710,['hmdb40_kegg_H_F_K_Na'],"PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/P-18:1(11Z))"
1328,774.545,-0.0006658,-H(-),C45H78NO7P,HMDB0009644,['hmdb40_kegg_H_F_K_Na'],"PE(22:5(4Z,7Z,10Z,13Z,16Z)/P-18:1(11Z))"
1329,775.5484,-0.000808578,-H(-) [+1],C45H78NO7P,HMDB0009644,['hmdb40_kegg_H_F_K_Na'],NA
1330,776.5609,-0.0009178,-H(-),C45H80NO7P,HMDB0009611,['hmdb40_kegg_H_F_K_Na'],"PE(22:4(7Z,10Z,13Z,16Z)/P-18:1(11Z))"
1331,777.5643,-0.000997543,-H(-) [+1],C45H80NO7P,HMDB0009611,['hmdb40_kegg_H_F_K_Na'],NA
1332,778.575,0.0005842,-H(-),C45H82NO7P,HMDB0009610,['hmdb40_kegg_H_F_K_Na'],"PE(22:4(7Z,10Z,13Z,16Z)/P-18:0)"
1333,784.1497,0.0002055,-H(-),C27H33N9O15P2,HMDB0001248,['hmdb40_kegg_H_F_K_Na'],FAD
1334,786.5282,0.000875,-H(-),C42H78NO10P,HMDB0012380,['hmdb40_kegg_H_F_K_Na'],"PS(18:0/18:2(9Z,12Z))"
1335,795.4168,0.0004005,-H(-),C41H64O15,HMDB0001917,['hmdb40_kegg_H_F_K_Na'],Digoxin
1336,826.1967,-0.0004975,-H(-),C39H39O20,HMDB0125086,['hmdb40_kegg_H_F_K_Na'],NA
1337,833.5178,0.0007248,-H(-),C43H79O13P,HMDB0009784,['hmdb40_kegg_H_F_K_Na'],"PI(16:0/18:2(9Z,12Z))"
1338,835.4858,-0.0008281,-H(-),C45H72O14,HMDB0034597,['hmdb40_kegg_H_F_K_Na'],Hebevinoside VII
1339,848.1493,0.0004479,-H(-),C26H42N7O17P3S,HMDB0000993,['hmdb40_kegg_H_F_K_Na'],3-Methylcrotonyl-CoA
1340,852.6851,7.52E-05,-H(-),C50H96NO7P,HMDB0008819,['hmdb40_kegg_H_F_K_Na'],PC(24:1(15Z)/P-18:1(11Z))
1341,853.5009,-0.0007357,-H(-),C42H80O13P2,HMDB0013507,['hmdb40_kegg_H_F_K_Na'],"PGP(18:0/18:2(9Z,12Z))"
1342,854.6997,0.0011162,-H(-),C50H98NO7P,HMDB0008786,['hmdb40_kegg_H_F_K_Na'],PC(24:0/P-18:1(11Z))
1343,883.5351,-0.0009472,-H(-),C47H81O13P,HMDB0009795,['hmdb40_kegg_H_F_K_Na'],"PI(16:0/22:5(4Z,7Z,10Z,13Z,16Z))"
1344,885.5491,0.0007018,-H(-),C47H83O13P,HMDB0009793,['hmdb40_kegg_H_F_K_Na'],"PI(16:0/22:4(10Z,13Z,16Z,19Z))"
1345,890.1975,-0.0007391,-H(-),C29H48N7O17P3S,HMDB0002992,['hmdb40_kegg_H_F_K_Na'],S-2-Octenoyl CoA
1346,892.1752,0.0008105,-H(-),C28H46N7O18P3S,HMDB0060373,['hmdb40_kegg_H_F_K_Na'],3-Hydroxy-5-methylhex-4-enoyl-CoA
1347,922.1501,0.0001197,-H(-),C28H44N7O20P3S,HMDB0012158,['hmdb40_kegg_H_F_K_Na'],3-Oxopimelyl-CoA
1348,930.1911,0.0005135,-H(-),C31H48N7O18P3S,NA,['hmdb40_kegg_H_F_K_Na'],NA
1349,942.1554,-9.89E-05,-H(-),C31H44N7O19P3S,HMDB0304355,['hmdb40_kegg_H_F_K_Na'],Feruloyl-CoA
1350,965.4246,-0.0011377,-H(-),C44H70O23,HMDB0034946,['hmdb40_kegg_H_F_K_Na'],Rebaudioside E
1351,988.2487,0.0002775,-H(-),C45H49O25,HMDB0035452,['hmdb40_kegg_H_F_K_Na'],Pelargonidin 3-O-[b-D-Glucopyranosyl-(1->2)-[4-hydroxycinnamoyl-(->6)]-b-D-glucopyranoside](E-) 5-O-(6-O-malonyl-b-D-glucopyranoside)
